timestamp,player_count
1750403425234,7
1750403831188,10
1750404280677,9
1750404700814,15
1750405103689,17
1750405505946,22
1750405919993,24
1750406326278,19
1750406739583,18
1750407131057,18
1750407587017,21
1750408025565,21
1750408473257,16
1750408895713,16
1750409305819,16
1750409698390,20
1750410122894,20
1750410569643,21
1750410956319,20
1750411392610,19
1750411826372,17
1750412243823,18
1750412655616,16
1750413086863,19
1750413516695,19
1750413946217,20
1750414377773,14
1750414780554,14
1750415191378,15
1750415615957,18
1750416047958,16
1750416451644,15
1750416894585,18
1750417292407,13
1750417708762,14
1750418142148,14
1750418554468,11
1750418972139,12
1750419376575,16
1750419781669,11
1750420198706,7
1750420626548,7
1750421057259,7
1750421475567,10
1750421879145,12
1750422308054,11
1750422744976,14
1750423173110,12
1750423601587,12
1750424014298,9
1750424465112,12
1750424896721,10
1750425330854,10
1750425748871,12
1750426173494,14
1750426608328,9
1750427023839,8
1750427436911,8
1750427878505,8
1750428308962,10
1750428741803,11
1750429168454,8
1750429586309,9
1750429994848,7
1750430469474,8
1750430876067,9
1750431314191,9
1750431739722,10
1750432151936,11
1750432561065,12
1750432946607,12
1750434963206,0
1750435377675,0
1750435812988,0
1750436216458,0
1750436655813,0
1750437075178,0
1750437481679,0
1750437920865,0
1750438347297,2
1750438761555,2
1750439229734,4
1750439650890,0
1750440071734,0
1750440486520,0
1750440890647,0
1750441363203,0
1750441757781,0
1750442169037,0
1750442622582,0
1750443060316,0
1750443498869,0
1750443920150,1
1750444355360,0
1750444815266,0
1750445232224,0
1750445669738,0
1750446128317,1
1750446569660,0
1750446996780,0
1750447416937,0
1750447832818,1
1750448242434,1
1750448657701,1
1750449063477,1
1750449464004,0
1750449882576,0
1750450311032,0
1750450722136,1
1750451139240,0
1750451545525,1
1750451957976,2
1750452376354,2
1750452795788,2
1750453256873,0
1750453680134,0
1750454125512,0
1750454546555,0
1750454956172,0
1750455384405,0
1750455829183,2
1750456254762,0
1750456684350,1
1750457104839,0
1750457535514,3
1750457965874,4
1750458391060,3
1750458812033,1
1750459242168,1
1750459635830,1
1750460071664,1
1750460484649,3
1750460901025,2
1750461321517,2
1750461741452,3
1750462168416,4
1750462572870,6
1750463029409,4
1750463448664,6
1750463880002,5
1750464313515,6
1750464723122,6
1750465131462,5
1750465564751,8
1750465973919,9
1750466416625,8
1750466841462,8
1750467252965,7
1750467682062,11
1750468093611,13
1750468528325,11
1750468962072,11
1750469355897,11
1750469773223,13
1750470206947,15
1750470619481,16
1750471027343,15
1750471466063,17
1750471901380,21
1750472346310,24
1750472766154,19
1750473186201,20
1750473609958,17
1750474013831,17
1750474434761,18
1750474844032,14
1750475250422,15
1750475663969,17
1750476087580,17
1750476520142,14
1750476912102,13
1750477324110,15
1750477730725,14
1750478159103,15
1750478568120,15
1750478990550,15
1750479409160,16
1750479836431,17
1750480248739,18
1750480650851,21
1750481071800,26
1750481476558,24
1750481872283,23
1750482293885,18
1750482739664,21
1750483177741,20
1750483593432,26
1750484038510,26
1750484440789,25
1750484849220,25
1750485259323,24
1750485674748,23
1750486087648,32
1750486526015,29
1750486956059,30
1750487372234,24
1750487796179,30
1750488210295,28
1750488623581,26
1750489016772,28
1750489443126,29
1750489851947,29
1750490290038,27
1750490710972,26
1750491143317,26
1750491561958,32
1750491973315,28
1750492383309,22
1750492814590,23
1750493245973,30
1750493659632,29
1750494071326,30
1750494472984,28
1750494876231,32
1750495323382,27
1750495725367,26
1750496134262,22
1750496538476,21
1750496949593,22
1750497390707,21
1750497818641,19
1750498223549,17
1750498619220,19
1750499050127,18
1750499449493,18
1750499846680,14
1750500268519,15
1750500695549,14
1750501105574,12
1750501531508,12
1750501962577,14
1750502366396,15
1750502758110,18
1750503183526,21
1750503612989,18
1750504046801,17
1750504478625,13
1750504888679,14
1750505302704,15
1750505721891,14
1750506135389,12
1750506550129,11
1750506949596,10
1750507379901,12
1750507807110,11
1750508270004,16
1750508691180,17
1750509286964,16
1750509736221,15
1750510171292,11
1750510585909,16
1750511001287,14
1750511411542,14
1750511859339,11
1750512310350,11
1750512748747,10
1750513175497,10
1750513582809,5
1750514019027,7
1750514433122,5
1750514861894,6
1750515287025,8
1750515721354,11
1750516141016,10
1750516576737,5
1750516991630,6
1750517430296,2
1750517832769,2
1750518263229,4
1750518702306,6
1750519122879,8
1750519544813,6
1750519984440,7
1750520415919,5
1750520854742,6
1750521291707,6
1750521708870,6
1750522143664,5
1750522572815,4
1750523005729,3
1750523420014,4
1750523871012,5
1750524271266,5
1750524706278,4
1750525108390,0
1750525537756,0
1750525984999,1
1750526393374,1
1750526811394,2
1750527232309,1
1750527676454,1
1750528230612,1
1750528648851,1
1750529081971,1
1750529513345,1
1750529975800,1
1750530410551,2
1750530831602,3
1750531256499,3
1750531692596,3
1750532124276,2
1750532532234,0
1750532962974,0
1750533386158,0
1750533810991,0
1750534222530,0
1750534645640,0
1750535093383,1
1750535504797,1
1750535959283,1
1750536376073,1
1750536802670,1
1750537199879,2
1750537617714,0
1750538013177,1
1750538456887,0
1750538897675,0
1750539315986,0
1750539679565,0
1750540045679,1
1750540409820,3
1750540794095,2
1750541158892,1
1750541525807,2
1750541879454,2
1750542248358,3
1750542599539,2
1750542954447,0
1750543313380,1
1750543683315,0
1750544042177,1
1750544344239,0
1750544638392,0
1750544945160,0
1750545253572,0
1750545572141,0
1750545881049,1
1750546196949,3
1750546510951,4
1750546800784,6
1750547110493,8
1750547419230,8
1750547737922,6
1750548039296,9
1750548353819,9
1750548660451,8
1750548977108,5
1750549293917,3
1750549609244,3
1750549901321,3
1750550213130,5
1750550520536,6
1750550835994,11
1750551162389,10
1750551492935,8
1750551814667,9
1750552142122,12
1750552457929,13
1750552789673,11
1750553101024,14
1750553428341,21
1750553739047,22
1750554063010,21
1750554400977,18
1750554738753,17
1750555059625,20
1750555388048,18
1750555702308,19
1750556025379,18
1750556358109,21
1750556671432,22
1750556988970,22
1750557307822,21
1750557642622,21
1750557969290,26
1750558301965,27
1750558621500,24
1750558946158,26
1750559257570,23
1750559590580,19
1750559905883,18
1750560213303,17
1750560537938,20
1750560871476,22
1750561188329,24
1750561518764,26
1750561848367,26
1750562179522,25
1750562507378,27
1750562819542,24
1750563141299,28
1750563463047,29
1750563773965,27
1750564083048,26
1750564421768,25
1750564732635,22
1750565040903,23
1750565376950,22
1750565703705,22
