timestamp,player_count
1751328091482,16
1751328412173,13
1751328723589,11
1751329038152,10
1751329351592,13
1751329659799,14
1751329976844,13
1751330294993,15
1751330603684,11
1751330924705,11
1751331234330,12
1751331561149,13
1751331863289,9
1751332176354,12
1751332487813,14
1751332799658,15
1751333114768,15
1751333427315,19
1751333738219,13
1751334058785,12
1751334366331,13
1751334679963,14
1751334993225,17
1751335308073,17
1751335619722,18
1751335932260,19
1751336243937,16
1751336557264,18
1751336873908,19
1751337184409,19
1751337496747,17
1751337813850,17
1751338127123,14
1751338437169,12
1751338755517,16
1751339061621,11
1751339373649,16
1751339689649,15
1751340000683,16
1751340315174,19
1751340626497,15
1751340940620,19
1751341250962,19
1751341570877,16
1751341884340,19
1751342196176,21
1751342511431,20
1751342820557,20
1751343137485,20
1751343451542,20
1751343760295,20
1751344068127,21
1751344383451,27
1751344695879,29
1751345016682,27
1751345342189,19
1751345643830,18
1751345955048,20
1751346269284,21
1751346582081,18
1751346893675,18
1751347210902,18
1751347523315,19
1751347838297,18
1751348149621,20
1751348622342,19
1751348915164,16
1751349191840,15
1751349478551,15
1751349752866,17
1751350044337,13
1751350338498,16
1751350638898,22
1751350961514,27
1751351270580,26
1751351575396,29
1751351891784,31
1751352200523,31
1751352516618,32
1751352832026,32
1751353138051,29
1751353451952,26
1751353761744,26
1751354070909,21
1751354387055,22
1751354702945,21
1751355015588,22
1751355325757,21
1751355643959,29
1751355955988,22
1751356267482,24
1751356596813,26
1751356942685,25
1751357275116,25
1751357591675,24
1751357910951,22
1751358275422,17
1751358586009,19
1751358901539,17
1751359240864,19
1751359527694,17
1751359833980,18
1751360152649,17
1751360464858,14
1751360777242,18
1751361089991,17
1751361405278,13
1751361716211,14
1751362022453,13
1751362340314,11
1751362650710,9
1751362964542,9
1751363278196,10
1751363586504,10
1751363897517,14
1751364215280,11
1751364530007,13
1751364836803,17
1751365147718,15
1751365460535,15
1751365769171,15
1751366085463,9
1751366397427,12
1751366707135,10
1751367024068,10
1751367329746,14
1751367656250,15
1751367971953,13
1751368272769,15
1751368585913,15
1751368901494,15
1751369225501,19
1751369522720,18
1751369841654,18
1751370153555,19
1751370463990,17
1751370780403,15
1751371090236,14
1751371415333,13
1751371739396,14
1751372107760,11
1751372414420,12
1751372743641,10
1751373100717,7
1751373409934,9
1751373721486,9
1751373999400,11
1751374309343,10
1751374598696,12
1751374901685,14
1751375204862,13
1751375527819,14
1751375869460,12
1751376175486,13
1751376477275,14
1751376818644,14
1751377111822,14
1751377441906,13
1751377751955,12
1751378073967,11
1751378384560,10
1751378744883,12
1751379095355,13
1751379411571,14
1751379727592,9
1751380037385,8
1751380344771,13
1751380652544,12
1751380969999,11
1751381304567,11
1751381642432,12
1751381973452,10
1751382318720,7
1751382661592,8
1751382980166,9
1751383331811,6
1751383655933,2
1751383985211,1
1751384332323,0
1751384670068,0
1751385001070,3
1751385337555,3
1751385671975,5
1751386002826,5
1751386345916,6
1751386701076,6
1751387173834,5
1751387608692,4
1751388051808,2
1751388568544,2
1751388962783,0
1751389258367,1
1751389580860,1
1751389873188,2
1751390183916,2
1751390503298,2
1751390919521,2
1751391272319,2
1751391577704,4
1751391932105,4
1751392229492,5
1751392570328,6
1751392891680,6
1751393188532,6
1751393539820,5
